id,name,url,stock_symbol,company_name,date,revenues,revenue_growth,cost_of_revenue,gross_profit,research_and_development_expense,selling_general_and_administrative_expense,operating_expenses,operating_income,interest_expense,earnings_before_tax,income_tax_expense,net_income_to_noncontrolling_interests,net_income_from_discontinued_operations,net_income,preferred_dividends_income_statement_impact,net_income_common_stock,earnings_per_basic_share,earnings_per_diluted_share,weighted_average_shares,weighted_average_shares_diluted,dividends_per_basic_common_share,gross_margin,ebitda_margin,ebit_margin,profit_margin,free_cash_flow_margin,ebitda,ebit,consolidated_income
1,Amazon,www.amazon.com,AMZN,Amazon,2017-03-31,35714000000,0.2261,22440000000,13274000000,4813000000,2715000000,12269000000,1005000000,139000000,953000000,229000000,0,0,724000000,0,724000000,1.52,1.48,477000000,490000000,0.00,0.3717,0.099,0.0306,0.02,-0.0966,3527000000,1092000000,724000000
1,Amazon,www.amazon.com,AMZN,Amazon,2016-12-31,43741000000,0.2236,28959000000,14782000000,4544000000,3230000000,13527000000,1255000000,133000000,1162000000,413000000,0,0,749000000,0,749000000,1.58,1.54,477000000,487000000,0.00,0.3379,0.082,0.0296,0.02,0.1977,3592000000,1295000000,749000000
1,Amazon,www.amazon.com,AMZN,Amazon,2016-09-30,32714000000,0.2901,21260000000,11454000000,4135000000,2377000000,10879000000,575000000,118000000,481000000,229000000,0,0,252000000,0,252000000,0.53,0.52,474000000,485000000,0.00,0.3501,0.082,0.0183,0.01,0.0809,2683000000,599000000,252000000
1,Amazon,www.amazon.com,AMZN,Amazon,2016-06-30,30404000000,0.3114,19180000000,11224000000,3880000000,2126000000,9939000000,1285000000,116000000,1164000000,307000000,0,0,857000000,0,857000000,1.81,1.78,473000000,483000000,0.00,0.3692,0.105,0.0421,0.03,0.0577,3189000000,1280000000,857000000
1,Amazon,www.amazon.com,AMZN,Amazon,2016-03-31,29128000000,0.2822,18866000000,10262000000,3526000000,1933000000,9191000000,1071000000,117000000,988000000,475000000,0,0,513000000,0,513000000,1.09,1.07,471000000,481000000,0.00,0.3523,0.101,0.0379,0.02,-0.1075,2932000000,1105000000,513000000
1,Amazon,www.amazon.com,AMZN,Amazon,2015-12-31,35747000000,0.2188,24341000000,11406000000,3569000000,2148000000,10297000000,1109000000,115000000,934000000,452000000,0,0,482000000,0,482000000,1.04,1.01,467000000,480000000,0.00,0.3191,0.078,0.0293,0.01,0.2099,2801000000,1049000000,482000000
1,Amazon,www.amazon.com,AMZN,Amazon,2015-09-30,25358000000,0.2322,16755000000,8603000000,3197000000,1727000000,8197000000,406000000,116000000,240000000,161000000,0,0,79000000,0,79000000,0.17,0.17,468000000,478000000,0.00,0.3393,0.077,0.0140,0.00,0.0558,1955000000,356000000,79000000
1,Amazon,www.amazon.com,AMZN,Amazon,2015-06-30,23185000000,0.1988,15160000000,8025000000,3020000000,1617000000,7561000000,464000000,114000000,358000000,266000000,0,0,92000000,0,92000000,0.20,0.19,467000000,476000000,0.00,0.3461,0.085,0.0204,0.00,0.0338,1976000000,472000000,92000000
1,Amazon,www.amazon.com,AMZN,Amazon,2015-03-31,22717000000,0.1508,15395000000,7322000000,2754000000,1510000000,7067000000,255000000,115000000,14000000,71000000,0,0,-57000000,0,-57000000,-0.12,-0.12,465000000,465000000,0.00,0.3223,0.068,0.0057,0.00,-0.1043,1555000000,129000000,-57000000
1,Amazon,www.amazon.com,AMZN,Amazon,2014-12-31,29329000000,0.1462,20672000000,8657000000,2636000000,1968000000,8067000000,590000000,74000000,419000000,205000000,0,0,214000000,0,214000000,0.47,0.47,465000000,465000000,0.00,0.2952,0.064,0.0168,0.01,0.1899,1873000000,493000000,214000000
1,Amazon,www.amazon.com,AMZN,Amazon,2014-09-30,20579000000,0.2040,14627000000,5952000000,2423000000,1399000000,6496000000,-544000000,49000000,-642000000,-205000000,0,0,-437000000,0,-437000000,-0.95,-0.95,463000000,463000000,0.00,0.2892,0.032,-0.0288,-0.02,0.0189,654000000,-593000000,-437000000
1,Amazon,www.amazon.com,AMZN,Amazon,2014-06-30,19340000000,0.2315,13399000000,5941000000,2226000000,1320000000,5956000000,-15000000,45000000,-32000000,94000000,0,0,-126000000,0,-126000000,-0.27,-0.27,461000000,461000000,0.00,0.3072,0.058,0.0007,-0.01,-0.0221,1122000000,13000000,-126000000
1,Amazon,www.amazon.com,AMZN,Amazon,2014-03-31,19741000000,0.2284,14055000000,5686000000,1991000000,1197000000,5540000000,146000000,42000000,181000000,73000000,0,0,108000000,0,108000000,0.23,0.23,460000000,468000000,0.00,0.2880,0.062,0.0113,0.01,-0.1814,1233000000,223000000,108000000
1,Amazon,www.amazon.com,AMZN,Amazon,2013-12-31,25587000000,0.2031,18806000000,6781000000,1862000000,1451000000,6271000000,510000000,39000000,419000000,179000000,0,0,240000000,0,240000000,0.52,0.52,460000000,468000000,0.00,0.2650,0.055,0.0179,0.01,0.1836,1420000000,458000000,240000000
1,Amazon,www.amazon.com,AMZN,Amazon,2013-09-30,17092000000,0.2380,12366000000,4726000000,1734000000,972000000,4751000000,-25000000,36000000,-53000000,-12000000,0,0,-41000000,0,-41000000,-0.09,-0.09,457000000,457000000,0.00,0.2765,0.048,-0.0010,0.00,0.0205,817000000,-17000000,-41000000
1,Amazon,www.amazon.com,AMZN,Amazon,2013-06-30,15704000000,0.2236,11209000000,4495000000,1586000000,961000000,4416000000,79000000,33000000,6000000,13000000,0,0,-7000000,0,-7000000,-0.02,-0.02,456000000,456000000,0.00,0.2862,0.051,0.0025,0.00,0.0016,795000000,39000000,-7000000
1,Amazon,www.amazon.com,AMZN,Amazon,2013-03-31,16070000000,0.2188,11801000000,4269000000,1383000000,878000000,4088000000,181000000,33000000,64000000,-18000000,0,0,82000000,0,82000000,0.18,0.18,455000000,463000000,0.00,0.2657,0.050,0.0060,0.01,-0.1893,797000000,97000000,82000000
1,Amazon,www.amazon.com,AMZN,Amazon,2012-12-31,21268000000,0.2201,16137000000,5131000000,1345000000,1085000000,4726000000,405000000,27000000,292000000,194000000,0,0,98000000,0,98000000,0.21,0.21,456000000,456000000,0.00,0.2413,0.046,0.0150,0.01,0.1436,981000000,319000000,98000000
1,Amazon,www.amazon.com,AMZN,Amazon,2012-09-30,13806000000,0.2694,10319000000,3487000000,1192000000,770000000,3515000000,-28000000,22000000,-191000000,83000000,0,0,-274000000,0,-274000000,-0.60,-0.60,452000000,452000000,0.00,0.2526,0.028,-0.0122,-0.02,0.0164,385000000,-169000000,-274000000
1,Amazon,www.amazon.com,AMZN,Amazon,2012-06-30,12834000000,0.2947,9488000000,3346000000,1082000000,769000000,3239000000,107000000,21000000,116000000,109000000,0,0,7000000,0,7000000,0.02,0.01,451000000,458000000,0.00,0.2607,0.048,0.0107,0.00,-0.0049,622000000,137000000,7000000
1,Amazon,www.amazon.com,AMZN,Amazon,2012-03-31,13185000000,0.3376,10027000000,3158000000,945000000,680000000,2966000000,192000000,21000000,173000000,43000000,0,0,130000000,0,130000000,0.29,0.28,453000000,460000000,0.00,0.2395,0.049,0.0147,0.01,-0.2142,651000000,194000000,130000000
1,Amazon,www.amazon.com,AMZN,Amazon,2011-12-31,17431000000,0.3463,13831000000,3600000000,862000000,777000000,3340000000,260000000,20000000,263000000,86000000,0,0,177000000,0,177000000,0.39,0.38,453000000,464000000,0.00,0.2065,0.037,0.0162,0.01,0.2134,642000000,283000000,177000000
1,Amazon,www.amazon.com,AMZN,Amazon,2011-09-30,10876000000,0.4386,8325000000,2551000000,769000000,545000000,2472000000,79000000,17000000,130000000,67000000,0,0,63000000,0,63000000,0.14,0.14,454000000,461000000,0.00,0.2346,0.039,0.0135,0.01,0.0246,425000000,147000000,63000000
1,Amazon,www.amazon.com,AMZN,Amazon,2011-06-30,9913000000,0.5097,7525000000,2388000000,698000000,507000000,2187000000,201000000,15000000,240000000,49000000,0,0,191000000,0,191000000,0.42,0.41,453000000,460000000,0.00,0.2409,0.050,0.0257,0.02,-0.0010,499000000,255000000,191000000
1,Amazon,www.amazon.com,AMZN,Amazon,2011-03-31,9857000000,0.3823,7608000000,2249000000,579000000,460000000,1927000000,322000000,12000000,290000000,89000000,0,0,201000000,0,201000000,0.44,0.44,451000000,459000000,0.00,0.2282,0.051,0.0306,0.02,-0.1911,504000000,302000000,201000000
1,Amazon,www.amazon.com,AMZN,Amazon,2010-12-31,12947000000,0.3600,10317000000,2630000000,518000000,519000000,2156000000,474000000,11000000,501000000,85000000,0,0,416000000,0,416000000,0.93,0.91,447000000,459000000,0.00,0.2031,0.053,0.0395,0.03,0.2441,681000000,512000000,416000000
1,Amazon,www.amazon.com,AMZN,Amazon,2010-09-30,7560000000,0.3874,5786000000,1774000000,442000000,358000000,1506000000,268000000,11000000,310000000,79000000,0,0,231000000,0,231000000,0.51,0.51,448000000,456000000,0.00,0.2347,0.062,0.0425,0.03,0.0714,471000000,321000000,231000000
1,Amazon,www.amazon.com,AMZN,Amazon,2010-06-30,6566000000,0.4117,4957000000,1609000000,408000000,324000000,1339000000,270000000,9000000,295000000,88000000,0,0,207000000,0,207000000,0.46,0.45,447000000,455000000,0.00,0.2451,0.066,0.0463,0.03,0.0082,433000000,304000000,207000000
1,Amazon,www.amazon.com,AMZN,Amazon,2010-03-31,7131000000,0.4586,5501000000,1630000000,366000000,298000000,1236000000,394000000,7000000,399000000,100000000,0,0,299000000,0,299000000,0.67,0.66,445000000,454000000,0.00,0.2286,0.074,0.0569,0.04,-0.1736,525000000,406000000,299000000
1,Amazon,www.amazon.com,AMZN,Amazon,2009-12-31,9520000000,0.4203,7543000000,1977000000,350000000,374000000,1501000000,476000000,8000000,468000000,84000000,0,0,384000000,0,384000000,0.88,0.86,439000000,451000000,0.00,0.2077,0.062,0.0500,0.04,0.2599,588000000,476000000,384000000
1,Amazon,www.amazon.com,AMZN,Amazon,2009-09-30,5449000000,0.2779,4176000000,1273000000,315000000,232000000,1022000000,251000000,7000000,259000000,60000000,0,0,199000000,0,199000000,0.46,0.45,432000000,441000000,0.00,0.2336,0.066,0.0488,0.04,0.1277,362000000,266000000,199000000
1,Amazon,www.amazon.com,AMZN,Amazon,2009-06-30,4651000000,0.1447,3518000000,1133000000,299000000,206000000,974000000,159000000,7000000,181000000,39000000,0,0,142000000,0,142000000,0.33,0.32,431000000,440000000,0.00,0.2436,0.058,0.0404,0.03,0.0839,272000000,188000000,142000000
1,Amazon,www.amazon.com,AMZN,Amazon,2009-03-31,4889000000,0.1823,3741000000,1148000000,275000000,196000000,904000000,244000000,12000000,246000000,69000000,0,0,177000000,0,177000000,0.41,0.41,429000000,437000000,0.00,0.2348,0.071,0.0528,0.04,-0.1309,345000000,258000000,177000000
1,Amazon,www.amazon.com,AMZN,Amazon,2008-12-31,6703000000,0.1818,5355000000,1348000000,278000000,240000000,1075000000,273000000,11000000,305000000,80000000,0,0,225000000,0,225000000,0.52,0.52,429000000,435000000,0.00,0.2011,0.059,0.0471,0.03,0.2192,393000000,316000000,225000000
1,Amazon,www.amazon.com,AMZN,Amazon,2008-09-30,4264000000,0.3072,3265000000,999000000,264000000,181000000,845000000,154000000,17000000,177000000,59000000,0,0,118000000,0,118000000,0.28,0.27,427000000,436000000,0.00,0.2343,0.063,0.0455,0.03,0.0755,270000000,194000000,118000000
1,Amazon,www.amazon.com,AMZN,Amazon,2008-06-30,4063000000,0.4078,3096000000,967000000,258000000,176000000,750000000,217000000,21000000,204000000,46000000,0,0,158000000,0,158000000,0.38,0.37,420000000,430000000,0.00,0.2380,0.073,0.0554,0.04,0.0684,295000000,225000000,158000000
1,Amazon,www.amazon.com,AMZN,Amazon,2008-03-31,4135000000,0.3715,3179000000,956000000,234000000,164000000,758000000,198000000,22000000,205000000,62000000,0,0,143000000,0,143000000,0.34,0.34,417000000,426000000,0.00,0.2312,0.071,0.0549,0.04,-0.1707,292000000,227000000,143000000
1,Amazon,www.amazon.com,AMZN,Amazon,2007-12-31,5672000000,0.4230,4502000000,1170000000,222000000,197000000,899000000,271000000,20000000,281000000,74000000,0,0,207000000,0,207000000,0.50,0.48,416000000,427000000,0.00,0.2063,0.064,0.0531,0.04,0.1895,364000000,301000000,207000000
1,Amazon,www.amazon.com,AMZN,Amazon,2007-09-30,3262000000,0.4140,2500000000,762000000,209000000,131000000,639000000,123000000,19000000,124000000,44000000,0,0,80000000,0,80000000,0.19,0.19,414000000,425000000,0.00,0.2336,0.063,0.0438,0.03,0.0515,204000000,143000000,80000000
2,Apple,www.apple.com,AAPL,Apple,2017-04-01,52896000000,0.0463,32305000000,20591000000,2776000000,3718000000,6494000000,14097000000,0,14684000000,3655000000,0,0,11029000000,0,11029000000,2.11,2.10,5225791000,5261688000,0.57,0.3893,0.322,0.2776,0.21,0.1805,17016000000,14684000000,11029000000
2,Apple,www.apple.com,AAPL,Apple,2016-12-31,78351000000,0.0327,48175000000,30176000000,2871000000,3946000000,6817000000,23359000000,0,24180000000,6289000000,0,0,17891000000,0,17891000000,3.38,3.36,5298661000,5327995000,0.57,0.3851,0.347,0.3086,0.23,0.3028,27167000000,24180000000,17891000000
2,Apple,www.apple.com,AAPL,Apple,2016-09-24,46852000000,-0.0903,29039000000,17813000000,2570000000,3482000000,6052000000,11761000000,0,12188000000,3174000000,0,0,9014000000,0,9014000000,1.69,1.69,5366912000,5393331000,0.57,0.3802,0.315,0.2601,0.19,0.2593,14736000000,12188000000,9014000000
2,Apple,www.apple.com,AAPL,Apple,2016-06-25,42358000000,-0.1461,26252000000,16106000000,2560000000,3441000000,6001000000,10105000000,0,10469000000,2673000000,0,0,7796000000,0,7796000000,1.43,1.42,5443058000,5472781000,0.57,0.3802,0.307,0.2472,0.18,0.1847,12995000000,10469000000,7796000000
2,Apple,www.apple.com,AAPL,Apple,2016-03-26,50557000000,-0.1285,30636000000,19921000000,2511000000,3423000000,5934000000,13987000000,0,14142000000,3626000000,0,0,10516000000,0,10516000000,1.91,1.90,5514381000,5540886000,0.52,0.3940,0.329,0.2797,0.21,0.1833,16619000000,14142000000,10516000000
2,Apple,www.apple.com,AAPL,Apple,2015-12-26,75872000000,0.0171,45449000000,30423000000,2404000000,3848000000,6252000000,24171000000,0,24573000000,6212000000,0,0,18361000000,0,18361000000,3.30,3.28,5558930000,5594127000,0.52,0.4010,0.363,0.3239,0.24,0.3144,27527000000,24573000000,18361000000
2,Apple,www.apple.com,AAPL,Apple,2015-09-26,51501000000,0.2226,30953000000,20548000000,2220000000,3705000000,5925000000,14623000000,0,15062000000,3938000000,0,0,11124000000,0,11124000000,1.98,1.97,5646918000,5682516000,0.52,0.3990,0.353,0.2925,0.22,0.1914,18181000000,15062000000,11124000000
2,Apple,www.apple.com,AAPL,Apple,2015-06-27,49605000000,0.3252,29924000000,19681000000,2034000000,3564000000,5598000000,14083000000,0,14473000000,3796000000,0,0,10677000000,0,10677000000,1.86,1.85,5729886000,5773099000,0.52,0.3968,0.354,0.2918,0.22,0.2610,17557000000,14473000000,10677000000
2,Apple,www.apple.com,AAPL,Apple,2015-03-28,58010000000,0.2709,34354000000,23656000000,1918000000,3460000000,5378000000,18278000000,0,18564000000,4995000000,0,0,13569000000,0,13569000000,2.34,2.33,5793799000,5834858000,0.47,0.4078,0.363,0.3200,0.23,0.2881,21043000000,18564000000,13569000000
2,Apple,www.apple.com,AAPL,Apple,2014-12-27,74599000000,0.2953,44858000000,29741000000,1895000000,3600000000,5495000000,24246000000,0,24416000000,6392000000,0,0,18024000000,0,18024000000,3.08,3.06,5843082000,5881803000,0.47,0.3987,0.362,0.3273,0.24,0.4089,26991000000,24416000000,18024000000
2,Apple,www.apple.com,AAPL,Apple,2014-09-27,42123000000,0.1241,26114000000,16009000000,1686000000,3158000000,4844000000,11165000000,0,11472000000,3005000000,0,0,8467000000,0,8467000000,1.43,1.42,5933847000,5972081000,0.47,0.3801,0.319,0.2723,0.20,0.2237,13441000000,11472000000,8467000000
2,Apple,www.apple.com,AAPL,Apple,2014-06-28,37432000000,0.0597,22697000000,14735000000,1603000000,2850000000,4453000000,10282000000,0,10484000000,2736000000,0,0,7748000000,0,7748000000,1.29,1.28,6012635000,6051711000,0.47,0.3936,0.332,0.2801,0.21,0.2104,12430000000,10484000000,7748000000
2,Apple,www.apple.com,AAPL,Apple,2014-03-29,45646000000,0.0469,27699000000,17947000000,1422000000,2932000000,4354000000,13593000000,0,13818000000,3595000000,0,0,10223000000,0,10223000000,1.67,1.66,6123302000,6156699000,0.44,0.3932,0.344,0.3027,0.22,0.2663,15705000000,13818000000,10223000000
2,Apple,www.apple.com,AAPL,Apple,2013-12-28,57594000000,0.0565,35748000000,21846000000,1330000000,3053000000,4383000000,17463000000,0,17709000000,4637000000,0,0,13072000000,0,13072000000,2.08,2.07,6272504000,6310161000,0.44,0.3793,0.345,0.3075,0.23,0.3592,19853000000,17709000000,13072000000
2,Apple,www.apple.com,AAPL,Apple,2013-09-28,37472000000,0.0419,23601000000,13871000000,1168000000,2673000000,3841000000,10030000000,0,10143000000,2631000000,0,0,7512000000,0,7512000000,1.20,1.19,6329138000,6363921000,0.44,0.3702,0.318,0.2707,0.20,0.2122,11926000000,10143000000,7512000000
2,Apple,www.apple.com,AAPL,Apple,2013-06-29,35323000000,0.0086,22299000000,13024000000,1178000000,2645000000,3823000000,9201000000,0,9435000000,2535000000,0,0,6900000000,0,6900000000,1.07,1.07,6430323000,6469854000,0.44,0.3687,0.315,0.2671,0.20,0.1682,11129000000,9435000000,6900000000
2,Apple,www.apple.com,AAPL,Apple,2013-03-30,43603000000,0.1127,27254000000,16349000000,1119000000,2672000000,3791000000,12558000000,0,12905000000,3358000000,0,0,9547000000,0,9547000000,1.45,1.44,6577403000,6622245000,0.38,0.3750,0.335,0.2960,0.22,0.2407,14597000000,12905000000,9547000000
2,Apple,www.apple.com,AAPL,Apple,2012-12-29,54512000000,0.1765,33452000000,21060000000,1010000000,2840000000,3850000000,17210000000,0,17672000000,4594000000,0,0,13078000000,0,13078000000,1.99,1.97,6572412000,6630519000,0.38,0.3863,0.353,0.3242,0.24,0.3872,19260000000,17672000000,13078000000
2,Apple,www.apple.com,AAPL,Apple,2012-09-29,35966000000,0.2722,21565000000,14401000000,906000000,2551000000,3457000000,10944000000,0,10893000000,2670000000,0,0,8223000000,0,8223000000,1.25,1.24,6567792000,6636692000,0.38,0.4004,0.330,0.3029,0.23,0.1578,11874000000,10893000000,8223000000
2,Apple,www.apple.com,AAPL,Apple,2012-06-30,35023000000,0.2258,20029000000,14994000000,876000000,2545000000,3421000000,11573000000,0,11861000000,3037000000,0,0,8824000000,0,8824000000,1.35,1.33,6556172000,6629413000,0.00,0.4281,0.363,0.3387,0.25,0.2322,12696000000,11861000000,8824000000
2,Apple,www.apple.com,AAPL,Apple,2012-03-31,39186000000,0.5886,20622000000,18564000000,841000000,2339000000,3180000000,15384000000,0,15532000000,3910000000,0,0,11622000000,0,11622000000,1.78,1.76,6535074000,6614251000,0.00,0.4737,0.415,0.3964,0.30,0.3195,16272000000,15532000000,11622000000
2,Apple,www.apple.com,AAPL,Apple,2011-12-31,46333000000,0.7327,25630000000,20703000000,758000000,2605000000,3363000000,17340000000,0,17477000000,4413000000,0,0,13064000000,0,13064000000,2.00,1.98,6517287000,6591004000,0.00,0.4468,0.393,0.3772,0.28,0.3504,18198000000,17477000000,13064000000
2,Apple,www.apple.com,AAPL,Apple,2011-09-24,28270000000,0.3897,16890000000,11380000000,645000000,2025000000,2670000000,8710000000,0,8791000000,2168000000,0,0,6623000000,0,6623000000,1.02,1.01,6497967000,6576612000,0.00,0.4025,0.330,0.3110,0.23,0.3107,9334000000,8791000000,6623000000
2,Apple,www.apple.com,AAPL,Apple,2011-06-25,28571000000,0.8198,16649000000,11922000000,628000000,1915000000,2543000000,9379000000,0,9551000000,2243000000,0,0,7308000000,0,7308000000,1.13,1.11,6482756000,6564670000,0.00,0.4173,0.351,0.3343,0.26,0.3616,10032000000,9551000000,7308000000
2,Apple,www.apple.com,AAPL,Apple,2011-03-26,24667000000,0.8273,14449000000,10218000000,581000000,1763000000,2344000000,7874000000,0,7900000000,1913000000,0,0,5987000000,0,5987000000,0.93,0.91,6462372000,6551608000,0.00,0.4142,0.338,0.3203,0.24,0.2268,8334000000,7900000000,5987000000
2,Apple,www.apple.com,AAPL,Apple,2010-12-25,26741000000,0.7051,16443000000,10298000000,575000000,1896000000,2471000000,7827000000,0,7963000000,1959000000,0,0,6004000000,0,6004000000,0.93,0.92,6435058000,6532078000,0.00,0.3851,0.311,0.2978,0.23,0.3201,8319000000,7963000000,6004000000
2,Apple,www.apple.com,AAPL,Apple,2010-09-25,20343000000,0.6665,12831000000,7512000000,494000000,1571000000,2065000000,5447000000,0,5461000000,1153000000,0,0,4308000000,0,4308000000,0.67,0.66,6401906000,6501775000,0.00,0.3693,0.285,0.2684,0.21,0.2420,5790000000,5461000000,4308000000
2,Apple,www.apple.com,AAPL,Apple,2010-06-26,15700000000,0.6129,9564000000,6136000000,464000000,1438000000,1902000000,4234000000,0,4292000000,1039000000,0,0,3253000000,0,3253000000,0.51,0.50,6385379000,6491527000,0.00,0.3908,0.291,0.2734,0.21,0.2679,4565000000,4292000000,3253000000
2,Apple,www.apple.com,AAPL,Apple,2010-03-27,13499000000,0.4860,7874000000,5625000000,426000000,1220000000,1646000000,3979000000,0,4029000000,955000000,0,0,3074000000,0,3074000000,0.48,0.48,6352836000,6460146000,0.00,0.4167,0.314,0.2985,0.23,0.1523,4245000000,4029000000,3074000000
2,Apple,www.apple.com,AAPL,Apple,2009-12-26,15683000000,0.3201,9272000000,6411000000,398000000,1288000000,1686000000,4725000000,0,4758000000,1380000000,0,0,3378000000,0,3378000000,0.53,0.52,6324794000,6438481000,0.00,0.4088,0.317,0.3034,0.22,0.3446,4967000000,4758000000,3378000000
2,Apple,www.apple.com,AAPL,Apple,2009-09-26,12207000000,-0.0542,7102000000,5105000000,358000000,1063000000,1421000000,3684000000,0,3729000000,1197000000,0,0,2532000000,0,2532000000,0.40,0.40,6286203000,6400611000,0.00,0.4182,0.322,0.3055,0.21,0.2172,3932000000,3729000000,2532000000
2,Apple,www.apple.com,AAPL,Apple,2009-06-27,9734000000,0.3041,5751000000,3983000000,341000000,1010000000,1351000000,2632000000,0,2692000000,864000000,0,0,1828000000,0,1828000000,0.29,0.29,6255984000,6364120000,0.00,0.4092,0.295,0.2766,0.19,0.2079,2874000000,2692000000,1828000000
2,Apple,www.apple.com,AAPL,Apple,2009-03-28,9084000000,0.2093,5457000000,3627000000,319000000,985000000,1304000000,2323000000,0,2386000000,766000000,0,0,1620000000,0,1620000000,0.26,0.26,6238260000,6320951000,0.00,0.3993,0.283,0.2627,0.18,0.0816,2567000000,2386000000,1620000000
2,Apple,www.apple.com,AAPL,Apple,2008-12-27,11880000000,0.2365,7373000000,4507000000,315000000,1091000000,1406000000,3101000000,0,3259000000,1004000000,0,0,2255000000,0,2255000000,0.36,0.36,6223994000,6310458000,0.00,0.3794,0.288,0.2743,0.19,0.3029,3427000000,3259000000,2255000000
2,Apple,www.apple.com,AAPL,Apple,2008-09-27,12907000000,0.9012,8116000000,4791000000,298000000,999000000,1297000000,3494000000,0,3634000000,1213000000,0,0,2421000000,0,2421000000,0.39,0.38,6209763000,6338304000,0.00,0.3712,0.294,0.2816,0.19,0.3015,3791000000,3634000000,2421000000
2,Apple,www.apple.com,AAPL,Apple,2008-06-28,7464000000,0.3797,4864000000,2600000000,292000000,916000000,1208000000,1392000000,0,1510000000,438000000,0,0,1072000000,0,1072000000,0.17,0.17,6186166000,6322169000,0.00,0.3483,0.218,0.2023,0.14,0.1363,1627000000,1510000000,1072000000
2,Apple,www.apple.com,AAPL,Apple,2008-03-29,7512000000,0.4271,5038000000,2474000000,273000000,886000000,1159000000,1315000000,0,1477000000,432000000,0,0,1045000000,0,1045000000,0.17,0.17,6156822000,6295303000,0.00,0.3293,0.212,0.1966,0.14,0.1375,1593000000,1477000000,1045000000
